,date_time,charge_desc,injured,killed,hit_run_lvl,address,lat,lng
9117,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"3100   BEYER BOULEVARD, San Diego, CA",32.5594591,-117.0500052
9118,1,"ENTRANCE FROM STOP THROUGH HIGHWAY,YIELD UNTIL REASONABLY SAFE",1,0,0,"5200   CONVOY STREET, San Diego, CA",32.8362727292974,-117.15239942806534
9119,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"6800   TAIT STREET, San Diego, CA",32.780831,-117.172561
9120,0,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"2800   HARTFORD COURT, San Diego, CA",32.791002,-117.19899
9121,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,0,"900   PACIFIC BEACH DRIVE, San Diego, CA",32.791443,-117.251799
9122,1,"VIOLATION OF BASIC SPEED LAW, SPEED UNSAFE FOR CONDITIONS",1,0,0,"200 W ISLAND AVENUE, San Diego, CA",32.71049,-117.16482
9123,1,"RED OR STOP,VEHICLES STOP AT LIMIT LINE",1,0,0,"9200   TWIN TRAILS DRIVE, San Diego, CA",32.957184,-117.128492
9124,1,"VIOLATION OF BASIC SPEED LAW, SPEED UNSAFE FOR CONDITIONS",1,0,1,"2900   FLORIDA DRIVE, San Diego, CA",32.735573241811615,-117.14369460106684
9125,0,"VIOLATION OF BASIC SPEED LAW, SPEED UNSAFE FOR CONDITIONS",0,0,0,"200   CATALINA BOULEVARD, San Diego, CA",32.7251237,-117.244841
9126,1,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,0,"800 S 39TH STREET, San Diego, CA",32.697876,-117.110426
9127,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"6500   MIRAMAR ROAD, San Diego, CA",32.878094,-117.174168
9128,0,STARTING PARKED VEHICLES OR BACKING,0,0,1,"2000   OLIVER AVENUE, San Diego, CA",32.796739,-117.231919
9129,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"9600   GENESEE AVENUE, San Diego, CA",32.8142652,-117.1794037
9130,1,RIGHT-OF-WAY:ENTERING HWY (I),1,0,0,"3100   CAMINO DEL RIO NORTH  , San Diego, CA",32.774435978235466,-117.12848024578888
9131,1,"RED OR STOP,VEHICLES STOP AT LIMIT LINE",1,0,0,"2200   HARBOR DRIVE, San Diego, CA",32.6833641,-117.1220954
9132,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"3300   MADISON AVENUE, San Diego, CA",32.761079,-117.122729
9133,1,PED IN CROSSWALK: STOP/DELAY VEHICLES OR SUDDENLY LEAVE PLACE OF SAFETY (I),1,0,0,"6000   UNIVERSITY AVENUE, San Diego, CA",32.751723,-117.066601
9134,1,"ENTRANCE FROM STOP THROUGH HIGHWAY,YIELD UNTIL REASONABLY SAFE",1,0,1,"3800   GRANADA AVENUE, San Diego, CA",32.747496,-117.131988
9135,1,ENTERING HWY FROM PRIVATE ROAD OR DRIVEWAY,0,0,1,"1200   UNIVERSITY AVENUE, San Diego, CA",32.7497606,-117.1186691
9136,1,LEFT TURN YIELD UNTIL SAFE OR U-TURN,1,0,0,"6900   PETIT STREET, San Diego, CA",32.818034035976126,-117.16970849209962
9137,0,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"9400   BASHAN LAKE AVENUE, San Diego, CA",32.801353,-117.014343
9138,0,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),0,0,1,"3900   HEMLOCK STREET, San Diego, CA",32.699667,-117.110204
9139,0,STARTING PARKED VEHICLES OR BACKING,0,0,0,"4800   UNIVERSITY AVENUE, San Diego, CA",32.7497606,-117.1186691
9140,1,"RED OR STOP,VEHICLES STOP AT LIMIT LINE",1,0,0,"2500   GENESEE AVENUE, San Diego, CA",32.8142652,-117.1794037
9141,0,"VIOLATION OF BASIC SPEED LAW, SPEED UNSAFE FOR CONDITIONS",0,0,1,"3100   OCEAN VIEW BOULEVARD, San Diego, CA",32.701266,-117.127191
9142,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,0,"4900   TEXAS STREET, San Diego, CA",32.76646001871554,-117.13911006491577
9143,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"1200   CARMEL COUNTRY ROAD, San Diego, CA",32.9329238,-117.2023734
9144,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,0,"7400   PARADISE VALLEY ROAD, San Diego, CA",32.696548,-117.027458
9145,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,0,"7400   GATEWOOD LANE, San Diego, CA",32.69365101938398,-117.03496498730355
9146,0,"VIOLATION OF BASIC SPEED LAW, SPEED UNSAFE FOR CONDITIONS",0,0,0,"0   I-8 WB  , San Diego, CA",,
9147,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,0,"9400   ACTIVITY ROAD, San Diego, CA",32.89712881456748,-117.12511045014777
9148,1,"VIOLATION OF BASIC SPEED LAW, SPEED UNSAFE FOR CONDITIONS",0,0,1,"1700   GARNET AVENUE, San Diego, CA",32.800312,-117.238872
9149,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,0,"0   HARVEST ROAD, San Diego, CA",32.556686,-116.9451038
9150,1,FOLLOWING TOO CLOSELY,1,0,0,"2400   SUNSET CLIFFS BOULEVARD, San Diego, CA",32.751598,-117.24181
9151,1,FOLLOWING TOO CLOSELY,0,0,1,"5000   COLLWOOD BOULEVARD, San Diego, CA",32.767553093337995,-117.08447454320219
9152,0,"VIOLATION OF BASIC SPEED LAW, SPEED UNSAFE FOR CONDITIONS",0,0,0,"1600   CALIENTE AVENUE, San Diego, CA",32.5651081,-117.0149647
9153,0,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"5400   KEARNY MESA ROAD, San Diego, CA",32.832955,-117.143639
9154,1,UNSAFE START ON HWY (I),0,0,1,"7700   HUNTHAVEN ROAD, San Diego, CA",32.704512,-117.034621
9155,0,"RED OR STOP,VEHICLES STOP AT LIMIT LINE",1,0,1,"2300   PALM AVENUE, San Diego, CA",32.5837636,-117.0887537
9156,0,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"1400   COOLIDGE STREET, San Diego, CA",32.771336,-117.171597
9157,1,UNSAFE START ON HWY (I),1,0,0,"2900   BUNKER HILL STREET, San Diego, CA",32.803025,-117.216358
9158,1,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,0,"13800   CARMEL VALLEY ROAD, San Diego, CA",32.970919,-117.156122
9159,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,0,"5500   CHURCHWARD STREET, San Diego, CA",32.704106,-117.077215
9160,1,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),0,0,1,"1200   J STREET, San Diego, CA",32.709486,-117.153586
9161,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,0,"5100   LANDIS STREET, San Diego, CA",32.74604618936351,-117.08489741340686
9162,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"3400   LEBON DRIVE, San Diego, CA",32.868228,-117.224827
9163,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,0,"4300   LOGAN AVENUE, San Diego, CA",32.696932,-117.101105
9164,1,PEDESTRIAN CROSS AGAINST NO WALK SIGN/SIGNAL (I),1,0,0,"5400   MIRAMAR ROAD, San Diego, CA",32.876550058006146,-117.19072194878564
9165,0,"VIOLATION OF BASIC SPEED LAW, SPEED UNSAFE FOR CONDITIONS",0,0,1,"4600   OHIO STREET, San Diego, CA",32.761147,-117.12905
9166,0,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,0,"9900   CARMEL MTN ROAD, San Diego, CA",32.9654983,-117.1197029
9167,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"3200   JEMEZ DRIVE, San Diego, CA",32.830464,-117.216892
9168,0,DUI ALCOHOL (M),0,0,0,"1900   MYRTLE AVENUE, San Diego, CA",32.742344689455905,-117.1458519555476
9169,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"5900   BROOKLYN AVENUE, San Diego, CA",32.713244,-117.069834
9170,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"4400   CONVOY STREET, San Diego, CA",32.8212569,-117.1549964
9171,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"1400   GARNET AVENUE, San Diego, CA",32.799302,-117.244406
9172,0,DUI ALCOHOL (M),1,0,0,"4800   NOBEL DRIVE, San Diego, CA",32.86459331210427,-117.20737810737486
9173,0,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"3800   50TH STREET, San Diego, CA",32.747363,-117.087071
9174,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,0,"2800   MISSION VILLAGE DRIVE, San Diego, CA",32.79621,-117.125174
9175,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,0,"0 S 36TH STREET, San Diego, CA",32.6986473,-117.1167975
9176,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"800   SANTA ISABEL DRIVE, San Diego, CA",32.697447,-117.079348
9177,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"7800   ARMOUR STREET, San Diego, CA",32.820037,-117.154911
9178,1,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,0,"5600   WARING ROAD, San Diego, CA",32.796442,-117.070639
9179,0,HIT AND RUN:PROP DAMAGE (M),0,0,1,"8000   BIRMINGHAM DRIVE, San Diego, CA",32.79749919729153,-117.15362238271535
9180,1,"RED OR STOP,VEHICLES STOP AT LIMIT LINE",1,0,0,"3100   EL CAJON BOULEVARD, San Diego, CA",32.7859071,-116.9767298
9181,0,DUI ALCOHOL (M),0,0,0,"4600   SARATOGA AVENUE, San Diego, CA",32.744419,-117.242738
9182,0,"RED OR STOP,VEHICLES STOP AT LIMIT LINE",1,0,0,"16400   BERNARDO CENTER DRIVE, San Diego, CA",33.0053959,-117.0913852
9183,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,0,"0   NAVAJO ROAD, San Diego, CA",32.7949315,-117.0660668
9184,0,"VIOLATION OF BASIC SPEED LAW, SPEED UNSAFE FOR CONDITIONS",0,0,0,"5400   UNIVERSITY AVENUE, San Diego, CA",32.7497606,-117.1186691
9185,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"3000   MADISON AVENUE, San Diego, CA",32.761108,-117.130038
9186,1,PASS ON THE RIGHT SAFELY,1,0,0,"1700   PERSHING DRIVE, San Diego, CA",32.722864,-117.142612
9187,0,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"4100   CLEVELAND AVENUE, San Diego, CA",32.752214,-117.149456
9188,0,LANE USAGE:VEH CROSS DOUBLE SOLID LINE (I),1,0,1,"5200   NUTMEG STREET, San Diego, CA",32.733332,-117.083567
9189,1,HIT AND RUN:PROP DAMAGE (M),0,0,1,"4400   CAM DE LA PLAZA, San Diego, CA",19.8210102,-90.53181
9190,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"900   GRAND AVENUE, San Diego, CA",32.79517,-117.252976
9191,1,"VIOLATION OF BASIC SPEED LAW, SPEED UNSAFE FOR CONDITIONS",1,0,0,"3100   INDIA STREET, San Diego, CA",32.741543,-117.17971
9192,1,HIT AND RUN,0,0,1,"7000   MIRAMAR ROAD, San Diego, CA",32.8937308,-117.1186797
9193,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,0,"5900   LINDA VISTA ROAD, San Diego, CA",32.8020723,-117.1573307
9194,1,UNSAFE SPEED (BASIC SPEED LAW) (I),0,0,1,"5300   GRAND DEL MAR  , San Diego, CA",32.9594891,-117.2653146
9195,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,0,"8900   HILLERY DRIVE, San Diego, CA",32.91196166926076,-117.13262365036091
9196,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"3500   CURLEW STREET, San Diego, CA",32.741888850621066,-117.1675356763663
9197,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"5300   UNIVERSITY AVENUE, San Diego, CA",32.7497606,-117.1186691
9198,1,"VIOLATION OF BASIC SPEED LAW, SPEED UNSAFE FOR CONDITIONS",1,0,0,"1200   SILVERADO STREET, San Diego, CA",32.846412,-117.271526
9199,0,STARTING PARKED VEHICLES OR BACKING,0,0,1,"2300   EAST JEWETT STREET, San Diego, CA",32.785896057676624,-117.17195547897637
9200,1,"VIOLATION OF BASIC SPEED LAW, SPEED UNSAFE FOR CONDITIONS",1,0,0,"10200   SCRIPPS POWAY PARKWAY, San Diego, CA",32.938167,-117.054608
9201,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,0,"3600   ROSECRANS STREET, San Diego, CA",32.75054653427285,-117.2054836192676
9202,0,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"7000   CLAIREMONT MESA BOULEVARD, San Diego, CA",32.832866,-117.1458038
9203,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"500   B STREET, San Diego, CA",32.717892,-117.160027
9204,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,1,"7600   LINDA VISTA ROAD, San Diego, CA",32.800956,-117.158147
9205,1,RIGHT-OF-WAY:MAKING LEFT OR U-TURN (I),0,0,1,"0   39TH STREET, San Diego, CA",32.738578,-117.1107708
9206,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,0,"1200   FELSPAR STREET, San Diego, CA",32.799212,-117.248352
9207,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,0,"12500   PASEO DEL VERANO  , San Diego, CA",33.028639,-117.059358
9208,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"5500   LENOX DRIVE, San Diego, CA",32.71782745623662,-117.07870598046618
9209,1,"VIOLATION OF BASIC SPEED LAW, SPEED UNSAFE FOR CONDITIONS",1,0,0,"3300   MARKET STREET, San Diego, CA",32.711844,-117.122982
9210,1,UNSAFE START ON HWY (I),0,0,1,"11700   CARMEL MOUNTAIN ROAD, San Diego, CA",32.9654983,-117.1197029
9211,1,"RED OR STOP,VEHICLES STOP AT LIMIT LINE",1,0,0,"4000   58TH STREET, San Diego, CA",32.74897,-117.072809
9212,0,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),0,0,1,"5100   MISSION CENTER ROAD, San Diego, CA",32.7738163,-117.1541813
9213,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"4600   CONVOY STREET, San Diego, CA",32.823708,-117.155279
9214,0,DUI ALCOHOL (M),0,0,1,"2200   ULRIC STREET, San Diego, CA",32.783689038259084,-117.16967705820075
9215,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"4900   MONTESSA STREET, San Diego, CA",32.832358,-117.082214
9216,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"4500   EXECUTIVE DRIVE, San Diego, CA",32.875724,-117.210121
9217,0,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"5100   BALBOA ARMS DRIVE, San Diego, CA",32.82405,-117.182813
9218,1,"RED OR STOP,VEHICLES STOP AT LIMIT LINE",0,0,0,"3200   PALM STREET, San Diego, CA",32.735701,-117.124911
9219,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,0,"2500   JUAN STREET, San Diego, CA",32.754045,-117.193996
9220,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,0,"1100   TURQUOISE STREET, San Diego, CA",32.809922,-117.253577
9221,1,LEFT TURNS AT INTERSECTIONS,0,0,0,"1000   LINCOLN AVENUE, San Diego, CA",32.75228,-117.155874
9222,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,1,"6700   WANDERMERE DRIVE, San Diego, CA",32.795863,-117.052859
9223,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,0,"0   KEARNY VILLA ROAD, San Diego, CA",32.8219143,-117.1443401
9224,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,1,"4800   LOGAN AVENUE, San Diego, CA",32.696882,-117.091895
9225,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,0,"4100   44TH STREET, San Diego, CA",32.751553,-117.099895
9226,0,UNSAFE START ON HWY (I),0,0,1,"4700   JUTLAND DRIVE, San Diego, CA",32.83061,-117.217107
9227,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,0,"3100   54TH STREET, San Diego, CA",32.737815,-117.079921
9228,0,STARTING PARKED VEHICLES OR BACKING,0,0,0,"7700   LINDA VISTA FRONTAGE ROAD, San Diego, CA",32.80348052711282,-117.15682450596185
9229,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"7000   ELDRIDGE STREET, San Diego, CA",32.796068,-117.071414
9230,0,FOLLOWING TOO CLOSELY (I),0,0,1,"3200   INGRAHAM STREET, San Diego, CA",32.7672782,-117.2334357
9231,1,"RED OR STOP,VEHICLES STOP AT LIMIT LINE",1,0,0,"400   HOTEL SOUTH CIRCLE, San Diego, CA",32.75842045,-117.17046931674109
9232,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"4600   MORENA BOULEVARD, San Diego, CA",32.7626591,-117.197945
9233,0,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"1600   07TH AVENUE, San Diego, CA",,
9234,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,0,"4300   MORRELL STREET, San Diego, CA",32.798595,-117.232758
9235,1,DRVG ON SIDEWALK (I),0,0,0,"500   L STREET, San Diego, CA",32.618011,-117.080173
9236,1,BICYCLE DRIVING ON WRONG SIDE OF ROAD,1,0,0,"4600   PALM AVENUE, San Diego, CA",32.5837636,-117.0887537
9237,0,"RED OR STOP,VEHICLES STOP AT LIMIT LINE",1,0,0,"300   EUCLID AVENUE, San Diego, CA",32.707824,-117.085098
9238,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"5700   MONTEZUMA ROAD, San Diego, CA",32.770789767965766,-117.07332706397688
9239,0,"VIOLATION OF BASIC SPEED LAW, SPEED UNSAFE FOR CONDITIONS",1,0,0,"6900   BALBOA AVENUE, San Diego, CA",32.8178529,-117.1857651
9240,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"4300   LOUISIANA STREET, San Diego, CA",32.755394,-117.140166
9241,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"7800   HILLANDALE DRIVE, San Diego, CA",32.81075479008238,-117.06507049630844
9242,0,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"1800   THOMAS AVENUE, San Diego, CA",32.797805,-117.236159
9243,1,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),0,0,1,"0   FATHER JUNIPERO SERRA TRAIL, San Diego, CA",32.8319193,-117.0495737
9244,1,STARTING PARKED VEHICLES OR BACKING,0,0,0,"3200   FAIRMOUNT AVENUE, San Diego, CA",32.7750252,-117.098281
9245,0,"RED OR STOP,VEHICLES STOP AT LIMIT LINE",0,0,0,"4200   PARK BOULEVARD, San Diego, CA",32.7257011,-117.150536
9246,1,"PEDESTRIAN NOT TO SUDDENLY ENTER PATH, ETC",1,0,0,"300   LAUREL STREET, San Diego, CA",32.73146,-117.161971
9247,0,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,1,"1000   FIESTA ISLAND ROAD, San Diego, CA",32.7669545,-117.2078889
9248,1,DUI ALCOHOL (M),0,0,1,"7300   BALBOA AVENUE, San Diego, CA",32.8178529,-117.1857651
9249,1,HIT AND RUN:PROP DAMAGE (M),0,0,1,"5600   MIRAMAR ROAD, San Diego, CA",32.8937308,-117.1186797
9250,1,"VIOLATION OF BASIC SPEED LAW, SPEED UNSAFE FOR CONDITIONS",1,0,0,"8900   ALESMITH COURT, San Diego, CA",,
9251,0,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),0,0,1,"2500   OLD QUARRY ROAD, San Diego, CA",32.785475,-117.129421
9252,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,0,"4300   ROLANDO BOULEVARD, San Diego, CA",32.755889,-117.058184
9253,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"3100   MIDWAY DRIVE, San Diego, CA",32.750255,-117.207136
9254,1,"VIOLATION OF BASIC SPEED LAW, SPEED UNSAFE FOR CONDITIONS",1,0,0,"14700   CAM DEL NORTE  , San Diego, CA",,
9255,1,"VIOLATION OF BASIC SPEED LAW, SPEED UNSAFE FOR CONDITIONS",1,0,0,"4300   BEYER BOULEVARD, San Diego, CA",32.55835650135939,-117.04335131973205
9256,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"6900   ALSACIA STREET, San Diego, CA",32.683087,-117.043119
9257,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"3900   OHIO STREET, San Diego, CA",32.748578,-117.12901
9258,0,DUI ALCOHOL (M),1,0,0,"10300   BLACK MOUNTAIN ROAD, San Diego, CA",32.9543225,-117.1299009
9259,0,"VIOLATION OF BASIC SPEED LAW, SPEED UNSAFE FOR CONDITIONS",0,0,1,"6500   KELLY STREET, San Diego, CA",32.780324,-117.176795
9260,1,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),0,0,1,"2500   UNIVERSITY AVENUE, San Diego, CA",32.7497606,-117.1186691
9261,1,"RED OR STOP,VEHICLES STOP AT LIMIT LINE",1,0,0,"6000   IMPERIAL AVENUE, San Diego, CA",32.7041759,-117.1067834
9262,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"5500   LA JOLLA BOULEVARD, San Diego, CA",32.8322056,-117.276725
9263,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,0,"2200   TORREY PINES LANE, San Diego, CA",32.8501665,-117.253543
9264,0,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),1,0,0,"4400   CASS STREET, San Diego, CA",32.795556,-117.251374
9265,1,FOLLOWING TOO CLOSELY,1,0,0,"7400   LINDA VISTA ROAD, San Diego, CA",32.794868,-117.163023
9266,1,RIGHT-OF-WAY:ENTERING HWY (I),0,0,1,"4700   TROJAN AVENUE, San Diego, CA",32.755018,-117.091528
9267,1,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),0,0,1,"11900   CARMEL MOUNTAIN ROAD, San Diego, CA",32.9654983,-117.1197029
9268,1,BIKE LANE - UNSAFE MOVEMENT (I),0,0,1,"9200   FRIARS ROAD, San Diego, CA",32.7721825,-117.1579537
9269,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,0,"900   PEARL STREET, San Diego, CA",32.840335,-117.273605
9270,0,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"4700   IMPERIAL AVENUE, San Diego, CA",32.704198,-117.093572
9271,0,LEFT TURN YIELD UNTIL SAFE OR U-TURN,1,0,0,"5800   EL CAJON BOULEVARD, San Diego, CA",32.7859071,-116.9767298
9272,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"11200   CAM RUIZ  , San Diego, CA",,
9273,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"900   WEST MISSION BAY DRIVE, San Diego, CA",32.772129,-117.249605
9274,1,PEDESTRIANS OUTSIDE CROSSWALKS,1,0,0,"3000   REDWOOD STREET, San Diego, CA",32.737522,-117.128622
9275,1,LEFT TURN YIELD UNTIL SAFE OR U-TURN,1,0,0,"2200   SAN DIEGO AVENUE, San Diego, CA",32.74744558388433,-117.19094467272187
9276,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"5600   MISSION CENTER ROAD, San Diego, CA",32.77559137186668,-117.15404511706913
9277,1,SIGNAL LIGHTS:CIRCULAR GREEN (I),1,0,0,"4400   EASTGATE MALL, San Diego, CA",32.878485,-117.210992
9278,0,HIT AND RUN:PROP DAMAGE (M),0,0,1,"5000   CAMINO DEL ARROYO  , San Diego, CA",32.765069,-117.157766
9279,0,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,0,"5000   DAWES STREET, San Diego, CA",32.807725,-117.253159
9280,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"7500   FLANDERS DRIVE, San Diego, CA",32.905486,-117.163709
9281,0,"ENTRANCE FROM STOP THROUGH HIGHWAY,YIELD UNTIL REASONABLY SAFE",0,0,0,"4800   INGRAHAM STREET, San Diego, CA",32.804534,-117.242435
9282,1,OBSTRUCTION TO DRIVING,1,0,1,"2200   TORREY PINES ROAD, San Diego, CA",32.850575,-117.254135
9283,0,SIGNAL LIGHTS:CIRCULAR RED (I),1,0,0,"8900   VILLA LA JOLLA DRIVE, San Diego, CA",32.870424,-117.233956
9284,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,0,"4700   HIDALGO AVENUE, San Diego, CA",32.832663,-117.220306
9285,1,SIGNAL LIGHTS:CIRCULAR RED (I),1,0,0,"0   CARMEL VALLEY ROAD, San Diego, CA",32.9655945,-117.1843702
9286,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,0,"6200   JEFF STREET, San Diego, CA",32.750654,-117.06268
9287,1,UNSAFE OPENING OF VEH DOOR (I),1,0,0,"2600   EL CAJON BOULEVARD, San Diego, CA",32.7859071,-116.9767298
9288,1,RIGHT-OF-WAY:DRVR YIELD TO PEDESTRIAN IN CROSSWALK (I),0,0,1,"1600   MARKET STREET, San Diego, CA",32.711824,-117.149004
9289,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,0,"6700   LINDA VISTA ROAD, San Diego, CA",32.8020723,-117.1573307
9290,0,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),1,0,0,"1100   KOE STREET, San Diego, CA",32.717402,-117.031193
9291,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"8500   RIO SAN DIEGO DRIVE, San Diego, CA",32.7748703605164,-117.14454911621077
9292,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"7200   CAM DEGRAZIA  , San Diego, CA",,
9293,0,PEDESTRIANS OUTSIDE CROSSWALKS,1,0,1,"1500   CORONADO AVENUE, San Diego, CA",32.692795,-117.191132
9294,1,LANE USAGE:UNSAFE LANE CHANGE (I),0,0,1,"0   LAKE MURRAY BOULEVARD, San Diego, CA",32.803067,-117.0101545
9295,1,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,1,"900 W ASH STREET, San Diego, CA",32.719956,-117.171168
9296,0,UNSAFE START ON HWY (I),0,0,1,"1200   CAMINO DEL RIO NORTH  , San Diego, CA",32.7794983,-117.106495
9297,1,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),1,0,0,"11800   LANDBREEZE WAY, San Diego, CA",32.932423,-117.1553
